id_credito,segmento,provincia,ingreso_mensual,deuda_ingreso,antiguedad_meses,dias_mora,saldo,score,pd_12m,lgd,ead,perdida_esperada,incumplimiento,clasificacion
EC-000220,Microcrédito,Los Ríos,1770.92,0.5185,10,0,8320.8,746,0.002,0.4506,7424.78,6.69,0,Normal
EC-000221,Consumo,Guayas,1238.48,0.6402,136,5,2359.04,728,0.002,0.616,2040.76,2.51,0,Vigilancia
EC-000222,Microcrédito,Pichincha,850.13,0.3894,161,0,4123.99,794,0.002,0.6699,4074.06,5.46,0,Normal
EC-000223,Productivo,El Oro,3332.12,0.6992,102,0,8057.87,715,0.002,0.6576,7059.23,9.28,0,Normal
EC-000224,Comercial,Guayas,1327.15,0.5015,11,0,22122.04,766,0.002,0.3867,18016.16,13.93,0,Normal
EC-000225,Consumo,El Oro,16134.18,0.162,91,0,5511.47,884,0.002,0.4452,5329.7,4.75,0,Normal
EC-000226,Comercial,Chimborazo,1090.13,0.3488,71,0,61270.71,821,0.002,0.6008,55438.34,66.61,0,Normal
EC-000227,Consumo,Loja,975.26,0.2525,82,0,1690.37,838,0.002,0.6161,1481.25,1.83,0,Normal
EC-000228,Microcrédito,El Oro,3076.63,0.3962,10,0,6901.4,851,0.002,0.5164,6287.23,6.49,0,Normal
EC-000229,Productivo,Tungurahua,5967.32,0.3258,58,0,5682.46,849,0.002,0.3553,4646.46,3.3,0,Normal
EC-000230,Consumo,Guayas,2303.04,0.4461,180,0,4838.41,779,0.002,0.5156,4053.81,4.18,0,Normal
EC-000231,Consumo,Los Ríos,3203.37,0.4589,9,0,3919.15,783,0.002,0.3603,3036.43,2.19,0,Normal
EC-000232,Microcrédito,Azuay,666.27,0.2058,165,0,1830.44,879,0.002,0.4429,1756.14,1.56,0,Normal
EC-000233,Comercial,Los Ríos,1421.71,0.3145,94,0,23471.56,774,0.002,0.5668,21273.82,24.11,0,Normal
EC-000234,Productivo,Tungurahua,1098.99,0.368,106,15,24376.5,845,0.002,0.3944,23177.01,18.28,0,Vigilancia
EC-000235,Comercial,Guayas,644.34,0.4032,169,90,27600.3,635,0.01177,0.5851,22325.04,153.74,1,Dudoso
EC-000236,Vivienda,Imbabura,2382.81,0.5332,40,5,100481.54,777,0.002,0.25,100353.17,50.18,0,Vigilancia
EC-000237,Microcrédito,Guayas,513.97,0.1533,178,0,2311.59,839,0.002,0.4918,1895.55,1.86,0,Normal
EC-000238,Vivienda,El Oro,935.02,0.1832,50,180,50295.67,661,0.02785,0.25,41194.15,286.79,0,Pérdida
EC-000239,Consumo,Chimborazo,1557.48,0.18,63,180,3854.34,626,0.03959,0.6518,3811.86,98.37,0,Pérdida
EC-000240,Consumo,Chimborazo,1286.48,0.5172,81,0,7935.9,789,0.002,0.5325,7169.44,7.64,0,Normal
EC-000241,Vivienda,Los Ríos,2857.39,0.4471,109,0,53309.71,741,0.002,0.25,52316.22,26.16,0,Normal
EC-000242,Vivienda,Manabí,2693.58,0.1901,59,30,51454.53,745,0.002,0.25,46025.04,23.01,0,Vigilancia
EC-000243,Consumo,El Oro,3948.02,0.316,143,120,900.17,700,0.00739,0.5462,710.25,2.87,0,Pérdida
EC-000244,Microcrédito,Loja,3601.3,0.0884,4,30,6197.73,874,0.002,0.665,5140.43,6.84,0,Vigilancia
EC-000245,Productivo,Chimborazo,4635.63,0.1104,120,5,34320.3,841,0.002,0.3909,32964.49,25.77,0,Vigilancia
EC-000246,Vivienda,Manabí,2205.6,0.1565,119,5,55974.79,881,0.002,0.25,47973.16,23.99,0,Vigilancia
EC-000247,Productivo,Imbabura,2689.88,0.4981,97,180,11774.08,638,0.06161,0.6525,10814.66,434.73,0,Pérdida
EC-000248,Microcrédito,Loja,3079.38,0.4431,111,0,15835.98,785,0.002,0.4893,12140.31,11.88,0,Normal
EC-000249,Microcrédito,Imbabura,2421.34,0.1934,135,0,1807.68,892,0.002,0.4398,1503.88,1.32,0,Normal
EC-000250,Microcrédito,Azuay,1705.86,0.2196,163,45,1449.06,769,0.002,0.6791,1383.92,1.88,0,Deficiente
EC-000251,Productivo,Imbabura,1779.19,0.1409,40,0,20943.61,858,0.002,0.3837,20597.68,15.81,0,Normal
EC-000252,Vivienda,Pichincha,1298.01,0.169,86,0,21927.3,794,0.002,0.25,17778.74,8.89,0,Normal
EC-000253,Microcrédito,Guayas,2904.6,0.2176,102,0,1740.61,796,0.002,0.6101,1337.35,1.63,0,Normal
EC-000254,Consumo,Loja,2077.44,0.3607,63,0,3724.64,836,0.002,0.6096,2706.16,3.3,0,Normal
EC-000255,Consumo,Manabí,1435.02,0.3029,176,0,2490.71,834,0.002,0.4958,1882.15,1.87,0,Normal
EC-000256,Vivienda,Imbabura,1435.89,0.0538,93,5,89524.01,855,0.002,0.25,85404.74,42.7,0,Vigilancia
EC-000257,Vivienda,Loja,1005.5,0.1532,107,0,34387.28,900,0.002,0.25,29146.37,14.57,0,Normal
EC-000258,Consumo,Pichincha,4172.4,0.4246,36,0,9505.63,849,0.002,0.6149,7620.22,9.37,0,Normal
EC-000259,Consumo,Loja,2324.13,0.3454,75,0,3717.94,817,0.002,0.4283,3484.39,2.98,0,Normal
EC-000260,Productivo,Manabí,1260.39,0.2344,113,120,25126.27,615,0.01748,0.4624,23673.09,191.39,0,Pérdida
EC-000261,Consumo,El Oro,3735.2,0.3916,78,5,2481.17,786,0.002,0.5192,2038.04,2.12,0,Vigilancia
EC-000262,Vivienda,Tungurahua,1534.11,0.2223,139,120,54365.69,643,0.01251,0.25,52864.27,165.33,0,Pérdida
EC-000263,Consumo,Azuay,885.17,0.4636,25,0,15940.29,759,0.002,0.6208,13544.01,16.82,0,Normal
EC-000264,Consumo,Tungurahua,4288.94,0.3712,28,0,6425.62,761,0.002,0.6543,5096.45,6.67,0,Normal
EC-000265,Comercial,Tungurahua,1557.58,0.2382,62,30,17622.67,738,0.002,0.4517,17128.04,15.47,0,Vigilancia
EC-000266,Consumo,Imbabura,1692.93,0.7049,58,45,4347.25,573,0.01817,0.6549,3316.2,39.47,0,Deficiente
EC-000267,Consumo,El Oro,2268.26,0.2907,147,0,4815.79,828,0.002,0.6143,4810.32,5.91,0,Normal
EC-000268,Consumo,Los Ríos,4640.99,0.5079,157,5,18348.77,692,0.002,0.5902,16361.79,19.31,0,Vigilancia
EC-000269,Consumo,Azuay,2237.3,0.4841,85,15,10958.22,740,0.002,0.6698,10698.49,14.33,0,Vigilancia
EC-000270,Consumo,Imbabura,1012.9,0.1459,91,0,5819.52,866,0.002,0.4571,4481.46,4.1,0,Normal
EC-000271,Consumo,Pichincha,3144.85,0.2163,53,0,5278.12,805,0.002,0.6522,4375.31,5.71,0,Normal
EC-000272,Consumo,Guayas,1611.24,0.586,96,0,5970.46,708,0.002,0.3825,5758.57,4.4,0,Normal
EC-000273,Consumo,Los Ríos,7533.77,0.2399,128,0,6776.93,843,0.002,0.5077,6467.82,6.57,0,Normal
EC-000274,Productivo,Manabí,2206.74,0.3599,131,60,20301.2,696,0.00307,0.5322,19572.76,32.02,0,Deficiente
EC-000275,Productivo,Tungurahua,516.58,0.201,175,0,29176.78,834,0.002,0.3905,23298.49,18.2,0,Normal
EC-000276,Microcrédito,Tungurahua,2785.79,0.4077,105,30,4426.65,718,0.002,0.5933,3952.7,4.69,0,Vigilancia
EC-000277,Consumo,Tungurahua,7816.47,0.2042,62,30,4985.5,800,0.002,0.5068,4133.42,4.19,0,Vigilancia
EC-000278,Microcrédito,Azuay,6150.87,0.4803,13,180,4832.39,595,0.08245,0.5003,3913.35,161.44,0,Pérdida
EC-000279,Vivienda,Guayas,7259.89,0.3823,124,0,59366.21,812,0.002,0.25,51389.51,25.69,0,Normal
EC-000280,Vivienda,Pichincha,1138.15,0.4111,145,0,23878.15,845,0.002,0.25,21973.02,10.99,0,Normal
EC-000281,Consumo,Los Ríos,3995.4,0.5211,100,0,6204.66,778,0.002,0.416,5368.18,4.47,0,Normal
EC-000282,Consumo,Azuay,1381.19,0.3587,167,5,39346.33,812,0.002,0.4096,30868.75,25.29,0,Vigilancia
EC-000283,Consumo,El Oro,2554.95,0.2591,58,0,5622.68,797,0.002,0.6641,5319.6,7.07,0,Normal
EC-000284,Consumo,Manabí,965.44,0.1228,10,30,2419.08,800,0.002,0.6052,2404.04,2.91,0,Vigilancia
EC-000285,Productivo,Guayas,1452.59,0.4782,114,0,20748.07,764,0.002,0.5246,17046.74,17.89,0,Normal
EC-000286,Microcrédito,Manabí,1422.88,0.5269,22,0,5227.99,746,0.002,0.5676,5007.32,5.68,0,Normal
EC-000287,Consumo,Pichincha,3960.24,0.6583,16,60,2119.19,666,0.00726,0.5645,2038.41,8.35,0,Deficiente
EC-000288,Microcrédito,Guayas,3716.24,0.4335,127,45,1756.97,716,0.00207,0.4366,1393.18,1.26,0,Deficiente
EC-000289,Microcrédito,Guayas,2643.69,0.157,79,0,4734.67,833,0.002,0.3786,4344.0,3.29,0,Normal
EC-000290,Consumo,Los Ríos,918.03,0.6028,109,15,4119.33,702,0.00218,0.5331,4048.3,4.7,0,Vigilancia
EC-000291,Vivienda,El Oro,1803.41,0.2397,135,0,20114.52,814,0.002,0.25,18649.37,9.32,0,Normal
EC-000292,Consumo,Chimborazo,1359.71,0.2348,69,30,9874.32,786,0.002,0.6382,7192.51,9.18,0,Vigilancia
EC-000293,Comercial,Manabí,3886.6,0.4038,110,0,18074.88,787,0.002,0.4279,16073.37,13.76,0,Normal
EC-000294,Consumo,Azuay,4749.62,0.2092,98,0,1892.04,897,0.002,0.539,1774.67,1.91,0,Normal
EC-000295,Vivienda,Tungurahua,4388.1,0.4185,105,0,34077.7,890,0.002,0.25,30434.05,15.22,0,Normal
EC-000296,Comercial,Chimborazo,1351.69,0.2543,127,0,9413.21,805,0.002,0.5952,6853.26,8.16,0,Normal
EC-000297,Comercial,El Oro,450.0,0.54,69,30,24137.09,709,0.00236,0.6637,18190.85,28.51,0,Vigilancia
EC-000298,Vivienda,Pichincha,700.28,0.442,91,0,148410.99,807,0.002,0.25,140167.39,70.08,0,Normal
EC-000299,Vivienda,Loja,5563.92,0.1395,107,0,23924.52,854,0.002,0.25,20495.06,10.25,0,Normal
EC-000300,Productivo,Chimborazo,1701.36,0.4735,26,0,12453.36,725,0.002,0.5683,12306.82,13.99,0,Normal
EC-000301,Vivienda,El Oro,1355.64,0.2758,39,0,55812.48,867,0.002,0.25,46670.11,23.34,0,Normal
EC-000302,Consumo,Chimborazo,6423.57,0.6978,17,15,2854.69,724,0.002,0.3845,2712.18,2.09,0,Vigilancia
EC-000303,Microcrédito,El Oro,5025.87,0.265,36,0,13963.09,832,0.002,0.5683,10192.19,11.58,0,Normal
EC-000304,Microcrédito,Pichincha,2243.72,0.416,79,30,3433.98,796,0.002,0.3839,3281.11,2.52,0,Vigilancia
EC-000305,Vivienda,Los Ríos,1824.91,0.3009,169,60,55144.08,763,0.002,0.25,52967.89,26.48,0,Deficiente
EC-000306,Microcrédito,Imbabura,2026.64,0.217,167,0,11115.4,836,0.002,0.4949,9129.98,9.04,0,Normal
EC-000307,Microcrédito,Imbabura,2559.73,0.2918,138,45,2697.29,728,0.002,0.4993,2175.76,2.17,0,Deficiente
EC-000308,Productivo,Chimborazo,6248.09,0.4791,101,0,79044.0,768,0.002,0.6515,77050.07,100.4,0,Normal
EC-000309,Consumo,Guayas,2906.21,0.2734,37,0,4746.25,856,0.002,0.4411,4450.83,3.93,0,Normal
EC-000310,Consumo,Chimborazo,3540.13,0.1888,65,0,8611.97,864,0.002,0.4823,7642.49,7.37,0,Normal
EC-000311,Microcrédito,Azuay,4722.18,0.4392,138,0,1022.52,789,0.002,0.5835,861.14,1.0,0,Normal
EC-000312,Microcrédito,Chimborazo,1032.47,0.2221,164,0,2602.01,892,0.002,0.6229,2537.96,3.16,0,Normal
EC-000313,Consumo,Guayas,3607.1,0.4715,174,0,21945.98,780,0.002,0.4652,20392.69,18.97,0,Normal
EC-000314,Microcrédito,El Oro,1823.53,0.4096,70,45,7096.4,757,0.002,0.5583,5937.66,6.63,0,Deficiente
EC-000315,Microcrédito,Imbabura,450.0,0.3627,88,0,4959.75,791,0.002,0.556,4260.83,4.74,0,Normal
EC-000316,Microcrédito,Pichincha,553.74,0.4674,92,120,4815.0,668,0.01596,0.4501,3599.51,25.86,0,Pérdida
EC-000317,Microcrédito,Pichincha,1139.36,0.6058,11,0,1843.49,749,0.002,0.3891,1745.8,1.36,0,Normal
EC-000318,Productivo,Los Ríos,3119.09,0.3834,21,5,5356.06,781,0.002,0.5752,5118.66,5.89,0,Vigilancia
EC-000319,Consumo,Pichincha,2377.89,0.2408,9,0,3349.48,808,0.002,0.4385,2745.16,2.41,0,Normal
EC-000320,Comercial,Tungurahua,2489.5,0.5345,133,0,25697.5,766,0.002,0.455,20730.25,18.87,0,Normal
EC-000321,Comercial,Chimborazo,7848.78,0.445,41,0,3216.93,759,0.002,0.5389,2543.39,2.74,0,Normal
EC-000322,Microcrédito,Tungurahua,967.86,0.3991,127,90,1448.02,619,0.01369,0.4031,1112.9,6.14,0,Dudoso
EC-000323,Microcrédito,Manabí,2169.32,0.102,68,90,6537.98,745,0.002,0.4297,6442.39,5.54,0,Dudoso
EC-000324,Microcrédito,Manabí,2691.58,0.4501,143,0,10483.31,768,0.002,0.4972,9776.0,9.72,0,Normal
EC-000325,Vivienda,Tungurahua,1368.43,0.2965,21,5,52524.91,772,0.002,0.25,44192.02,22.1,0,Vigilancia
EC-000326,Productivo,El Oro,2249.39,0.0503,59,5,47806.32,856,0.002,0.6048,35895.27,43.42,0,Vigilancia
EC-000327,Vivienda,El Oro,780.58,0.0253,37,5,43121.66,853,0.002,0.25,32731.17,16.37,0,Vigilancia
EC-000328,Microcrédito,Guayas,5521.69,0.2187,79,0,2506.71,840,0.002,0.4497,2303.02,2.07,0,Normal
EC-000329,Productivo,Tungurahua,1417.93,0.0538,102,15,106867.26,900,0.002,0.6758,83021.18,112.22,0,Vigilancia
EC-000330,Consumo,Imbabura,8270.17,0.3433,31,45,4683.34,769,0.002,0.5656,3828.19,4.33,0,Deficiente
EC-000331,Vivienda,Imbabura,2162.22,0.1017,121,0,21683.05,900,0.002,0.25,21422.04,10.71,0,Normal
EC-000332,Consumo,Pichincha,4308.02,0.2623,174,0,6227.22,820,0.002,0.3682,5496.99,4.05,0,Normal
EC-000333,Productivo,Imbabura,2133.15,0.2547,8,0,31893.83,837,0.002,0.3846,30182.32,23.22,0,Normal
EC-000334,Vivienda,Imbabura,2164.66,0.1719,16,90,29363.22,695,0.00365,0.25,21995.6,20.07,0,Dudoso
EC-000335,Consumo,Guayas,1510.78,0.2499,172,0,6274.15,808,0.002,0.6279,5097.79,6.4,0,Normal
EC-000336,Productivo,Los Ríos,2386.14,0.244,117,0,25203.48,900,0.002,0.6505,24466.78,31.83,0,Normal
EC-000337,Consumo,El Oro,2715.41,0.4991,166,0,1065.19,749,0.002,0.413,1008.66,0.83,0,Normal
EC-000338,Productivo,Manabí,1326.41,0.6425,127,45,29626.29,597,0.01253,0.5857,27332.2,200.61,0,Deficiente
EC-000339,Consumo,Imbabura,2035.96,0.5421,130,15,7719.43,718,0.002,0.6385,6827.63,8.72,0,Vigilancia
EC-000340,Comercial,El Oro,1485.39,0.1421,29,0,68116.78,765,0.002,0.64,54173.5,69.35,0,Normal
EC-000341,Consumo,El Oro,9845.62,0.4864,93,0,8279.94,754,0.002,0.5014,7318.93,7.34,0,Normal
EC-000342,Comercial,Loja,2083.23,0.5376,66,30,15958.39,684,0.00292,0.4354,11716.85,14.9,0,Vigilancia
EC-000343,Vivienda,Chimborazo,6029.39,0.0703,151,0,29922.56,884,0.002,0.25,23239.13,11.62,0,Normal
EC-000344,Productivo,Chimborazo,1944.67,0.2328,8,0,61305.3,742,0.002,0.4413,53036.09,46.81,0,Normal
EC-000345,Vivienda,Guayas,2613.74,0.4569,4,120,53962.36,644,0.01882,0.25,38882.78,182.94,0,Pérdida
EC-000346,Vivienda,Imbabura,935.53,0.2115,101,0,23732.34,762,0.002,0.25,18630.44,9.32,0,Normal
EC-000347,Comercial,Pichincha,1651.44,0.5169,175,0,16417.53,762,0.002,0.5257,12520.49,13.16,0,Normal
EC-000348,Consumo,Loja,2532.21,0.3974,180,0,3067.62,787,0.002,0.3854,2505.46,1.93,0,Normal
EC-000349,Productivo,Chimborazo,6191.31,0.4245,107,30,4704.85,787,0.002,0.5383,4518.25,4.86,0,Vigilancia
EC-000350,Consumo,Guayas,2551.12,0.601,78,30,1850.59,716,0.0023,0.6614,1823.34,2.77,0,Vigilancia
EC-000351,Productivo,Loja,5428.5,0.5074,50,0,15622.63,810,0.002,0.5166,11970.32,12.37,0,Normal
EC-000352,Consumo,Azuay,3349.19,0.1362,179,15,5334.15,829,0.002,0.6686,4185.71,5.6,0,Vigilancia
EC-000353,Microcrédito,Imbabura,6360.17,0.2048,33,90,5403.44,699,0.00324,0.6489,5171.77,10.88,0,Dudoso
EC-000354,Productivo,Manabí,2125.2,0.3708,23,45,35510.3,739,0.002,0.6115,27284.32,33.37,0,Deficiente
EC-000355,Microcrédito,El Oro,10442.56,0.1909,92,0,3864.55,891,0.002,0.5507,3584.63,3.95,0,Normal
EC-000356,Microcrédito,Chimborazo,1610.81,0.3924,71,0,6319.75,815,0.002,0.6406,4701.48,6.02,0,Normal
EC-000357,Vivienda,El Oro,1341.84,0.3906,90,60,27892.25,719,0.00262,0.25,25145.57,16.49,0,Deficiente
EC-000358,Vivienda,Imbabura,1005.73,0.1357,163,0,20600.68,858,0.002,0.25,16365.1,8.18,0,Normal
EC-000359,Microcrédito,Pichincha,10048.37,0.3532,49,0,2747.98,808,0.002,0.6553,2555.29,3.35,0,Normal
EC-000360,Productivo,Azuay,3761.76,0.1916,158,0,6258.48,864,0.002,0.5157,5416.24,5.59,0,Normal
EC-000361,Comercial,Chimborazo,1777.25,0.2423,39,45,7498.81,827,0.002,0.6496,5774.76,7.5,0,Deficiente
EC-000362,Consumo,Los Ríos,4973.43,0.3615,59,0,4207.65,794,0.002,0.4797,3503.39,3.36,0,Normal
EC-000363,Consumo,Tungurahua,3453.0,0.5068,1,0,4909.5,742,0.002,0.4608,4241.9,3.91,0,Normal
EC-000364,Consumo,Loja,7926.63,0.1462,123,5,7742.83,846,0.002,0.6028,7734.1,9.32,0,Vigilancia
EC-000365,Productivo,Guayas,807.47,0.4884,155,0,7363.01,780,0.002,0.5594,6291.7,7.04,0,Normal
EC-000366,Microcrédito,Los Ríos,1858.48,0.3884,160,0,7927.02,723,0.002,0.4951,6043.14,5.98,0,Normal
EC-000367,Vivienda,Imbabura,1634.94,0.3567,31,0,32299.17,783,0.002,0.25,28276.76,14.14,0,Normal
EC-000368,Productivo,Azuay,612.23,0.2585,139,0,13203.48,847,0.002,0.5205,10320.63,10.74,0,Normal
EC-000369,Microcrédito,El Oro,4399.35,0.3714,26,180,2202.42,613,0.05945,0.3542,2128.15,44.82,0,Pérdida
EC-000370,Vivienda,Tungurahua,1852.41,0.159,114,0,36490.77,856,0.002,0.25,34795.38,17.4,0,Normal
EC-000371,Vivienda,Manabí,3571.57,0.2504,127,45,28225.1,849,0.002,0.25,21338.77,10.67,0,Deficiente
EC-000372,Consumo,Chimborazo,10237.9,0.4824,28,0,5913.41,788,0.002,0.5088,5231.86,5.32,0,Normal
EC-000373,Microcrédito,Guayas,1755.29,0.3851,20,0,3540.54,701,0.002,0.4134,3239.67,2.68,0,Normal
EC-000374,Consumo,Azuay,1679.5,0.409,14,0,2870.24,723,0.002,0.4299,2268.83,1.95,0,Normal
EC-000375,Consumo,Pichincha,2385.42,0.8039,128,0,5261.79,696,0.00253,0.6733,4711.33,8.01,0,Normal
EC-000376,Consumo,Tungurahua,4195.26,0.2394,111,0,3539.75,810,0.002,0.3874,3007.21,2.33,0,Normal
EC-000377,Comercial,Tungurahua,1527.88,0.4215,22,0,28573.96,774,0.002,0.6,24430.22,29.32,0,Normal
EC-000378,Microcrédito,Chimborazo,1465.39,0.1595,91,120,1175.75,670,0.0082,0.5604,1028.03,4.72,0,Pérdida
EC-000379,Microcrédito,El Oro,4390.39,0.609,144,0,10295.94,796,0.002,0.4144,9056.71,7.51,0,Normal
EC-000380,Productivo,Guayas,2824.58,0.2891,43,90,44971.39,651,0.0073,0.6587,41317.17,198.77,0,Dudoso
EC-000381,Microcrédito,Manabí,584.6,0.3283,110,0,4112.97,791,0.002,0.4165,3482.37,2.9,0,Normal
EC-000382,Comercial,Pichincha,995.75,0.0798,53,0,20896.54,858,0.002,0.5201,19273.67,20.05,0,Normal
EC-000383,Vivienda,Tungurahua,5859.4,0.3212,47,5,22125.03,817,0.002,0.25,18940.39,9.47,0,Vigilancia
EC-000384,Microcrédito,Tungurahua,2867.66,0.1403,71,0,4003.2,855,0.002,0.602,3625.25,4.36,0,Normal
EC-000385,Microcrédito,Los Ríos,1345.57,0.6819,64,0,1758.4,632,0.00411,0.4555,1395.59,2.62,0,Normal
EC-000386,Comercial,Loja,1976.8,0.2844,90,0,32936.33,820,0.002,0.627,28709.82,36.0,0,Normal
EC-000387,Productivo,Loja,2227.43,0.1777,37,0,6476.13,828,0.002,0.6675,5511.44,7.36,0,Normal
EC-000388,Comercial,Pichincha,3562.53,0.3052,71,30,36886.52,804,0.002,0.5064,29679.44,30.06,0,Vigilancia
EC-000389,Consumo,Manabí,913.36,0.2131,113,0,6450.58,855,0.002,0.5653,4756.97,5.38,0,Normal
EC-000390,Vivienda,Manabí,1278.42,0.0291,70,180,39443.56,714,0.01155,0.25,34034.02,98.3,0,Pérdida
EC-000391,Productivo,Imbabura,2637.06,0.3121,119,0,37790.92,829,0.002,0.4668,27312.68,25.5,0,Normal
EC-000392,Consumo,Imbabura,2069.59,0.1522,21,0,3095.1,882,0.002,0.505,2566.31,2.59,0,Normal
EC-000393,Productivo,Guayas,3202.57,0.3173,25,0,15845.33,842,0.002,0.4151,13053.12,10.84,0,Normal
EC-000394,Productivo,Azuay,993.09,0.5763,156,0,41034.86,758,0.002,0.5775,36826.78,42.54,0,Normal
EC-000395,Consumo,El Oro,2785.36,0.4979,84,60,6628.8,764,0.002,0.4046,6605.47,5.35,0,Deficiente
EC-000396,Microcrédito,Loja,4489.65,0.5418,110,45,2490.14,687,0.00345,0.3517,2391.13,2.9,0,Deficiente
EC-000397,Vivienda,Pichincha,3030.35,0.3512,134,0,43414.47,769,0.002,0.25,43111.58,21.56,0,Normal
EC-000398,Consumo,Los Ríos,2417.34,0.3098,27,0,4910.08,801,0.002,0.3752,4842.63,3.63,0,Normal
EC-000399,Microcrédito,Imbabura,2074.92,0.1161,176,45,4599.06,787,0.002,0.5356,3406.76,3.65,0,Deficiente
EC-000400,Microcrédito,El Oro,1283.5,0.4013,77,0,1938.76,697,0.002,0.5217,1548.96,1.62,0,Normal
EC-000401,Consumo,Loja,2107.38,0.5626,161,0,1583.68,736,0.002,0.3953,1271.94,1.01,0,Normal
EC-000402,Comercial,Los Ríos,5008.08,0.3522,76,0,20668.6,820,0.002,0.4312,15292.4,13.19,0,Normal
EC-000403,Vivienda,Pichincha,2043.93,0.7681,74,0,31702.5,701,0.00225,0.25,30341.26,17.06,0,Normal
EC-000404,Consumo,Manabí,1238.46,0.3354,109,0,2501.44,777,0.002,0.546,2428.13,2.65,0,Normal
EC-000405,Comercial,Los Ríos,1603.65,0.5332,35,0,7543.54,749,0.002,0.4466,6709.17,5.99,0,Normal
EC-000406,Vivienda,Chimborazo,2516.32,0.2379,110,60,32702.3,757,0.002,0.25,31704.14,15.85,0,Deficiente
EC-000407,Consumo,Azuay,1732.32,0.2484,177,0,2352.87,854,0.002,0.5578,2164.69,2.42,0,Normal
EC-000408,Vivienda,Tungurahua,3027.36,0.2166,117,90,75326.1,697,0.00378,0.25,63526.65,60.0,0,Dudoso
EC-000409,Consumo,Guayas,3102.14,0.1899,13,30,13441.96,819,0.002,0.3572,10242.26,7.32,0,Vigilancia
EC-000410,Comercial,Guayas,3935.68,0.5648,126,0,41729.65,726,0.002,0.4557,41244.72,37.59,0,Normal
EC-000411,Productivo,Loja,5570.91,0.11,7,0,19271.8,835,0.002,0.4572,17611.31,16.1,0,Normal
EC-000412,Productivo,Los Ríos,4218.81,0.1661,19,0,19927.43,898,0.002,0.4598,16323.98,15.01,0,Normal
EC-000413,Consumo,Tungurahua,1203.21,0.6988,52,45,3015.24,613,0.01181,0.6646,2279.55,17.89,0,Deficiente
EC-000414,Vivienda,Manabí,1227.46,0.5072,55,0,59052.76,731,0.002,0.25,55728.77,27.86,0,Normal
EC-000415,Consumo,Azuay,2102.22,0.2574,1,90,2586.54,642,0.00775,0.4391,2443.15,8.31,0,Dudoso
EC-000416,Consumo,Guayas,1647.04,0.3827,4,5,7137.05,741,0.002,0.6247,6223.81,7.78,0,Vigilancia
EC-000417,Consumo,Azuay,1053.73,0.2827,143,5,11828.27,814,0.002,0.6553,11828.13,15.5,0,Vigilancia
EC-000418,Vivienda,Guayas,1657.23,0.5036,82,0,98291.68,788,0.002,0.25,81404.94,40.7,0,Normal
EC-000419,Consumo,Guayas,1622.25,0.1993,36,0,9566.27,824,0.002,0.5282,9411.09,9.94,0,Normal
EC-000420,Comercial,Tungurahua,1426.96,0.1707,78,15,25814.37,806,0.002,0.3674,23141.89,17.01,0,Vigilancia
EC-000421,Productivo,Guayas,1798.55,0.2533,125,15,7650.67,765,0.002,0.6167,7086.03,8.74,0,Vigilancia
EC-000422,Consumo,Pichincha,4750.44,0.5564,133,0,6659.66,743,0.002,0.5462,6505.03,7.11,0,Normal
EC-000423,Consumo,El Oro,2513.68,0.1164,52,5,8658.3,790,0.002,0.5081,8248.96,8.38,0,Vigilancia
EC-000424,Consumo,Azuay,11011.28,0.4907,31,0,15362.42,802,0.002,0.4498,12302.64,11.07,0,Normal
EC-000425,Productivo,Manabí,2467.18,0.2992,173,5,18860.66,842,0.002,0.4964,18159.53,18.03,0,Vigilancia
EC-000426,Vivienda,Guayas,1828.88,0.2114,114,0,21461.51,836,0.002,0.25,18695.52,9.35,0,Normal
EC-000427,Consumo,Azuay,2214.29,0.5651,177,0,27223.53,774,0.002,0.3767,19942.66,15.02,0,Normal
EC-000428,Vivienda,Manabí,2608.99,0.1639,56,30,78160.59,831,0.002,0.25,71022.11,35.51,0,Vigilancia
EC-000429,Consumo,Tungurahua,2930.46,0.4841,21,0,4072.91,766,0.002,0.3614,3502.35,2.53,0,Normal
EC-000430,Vivienda,Manabí,8517.37,0.5063,69,0,22703.41,825,0.002,0.25,19757.75,9.88,0,Normal
EC-000431,Comercial,El Oro,1274.8,0.3381,60,15,50227.53,738,0.002,0.4196,41951.39,35.21,0,Vigilancia
EC-000432,Vivienda,El Oro,3859.84,0.772,130,15,37898.06,684,0.00335,0.25,27966.64,23.39,0,Vigilancia
EC-000433,Productivo,Azuay,2527.63,0.1403,129,30,8251.23,801,0.002,0.5071,6357.24,6.45,0,Vigilancia
EC-000434,Vivienda,Azuay,795.35,0.1897,13,0,63720.8,838,0.002,0.25,59375.5,29.69,0,Normal
EC-000435,Consumo,Manabí,3644.43,0.4217,106,0,4559.8,744,0.002,0.4689,3582.1,3.36,0,Normal
EC-000436,Consumo,Pichincha,5033.93,0.5487,62,15,9111.23,791,0.002,0.5204,8161.51,8.49,0,Vigilancia
EC-000437,Consumo,Tungurahua,1265.01,0.656,111,0,10119.39,750,0.002,0.4615,8821.29,8.14,0,Normal
EC-000438,Microcrédito,Tungurahua,2195.56,0.5908,71,0,8262.51,805,0.002,0.4688,6461.21,6.06,0,Normal
EC-000439,Vivienda,Loja,719.47,0.4372,97,0,75867.0,771,0.002,0.25,60584.35,30.29,0,Normal
EC-000440,Productivo,Loja,974.36,0.5819,129,0,54881.73,727,0.002,0.4639,45409.09,42.13,0,Normal
